0.00	0.0000	     0.5	    0.45	     0.4	    0.35	     0.3	    0.25	     0.2	    0.15	     0.1	    0.05	0.0	
6.75	1.4616	0.747372	0.745041	0.745129	0.741812	0.740411	0.739233	0.734212	0.718214	0.708129	0.691602	0.0
6.80	1.5776	0.764904	0.762849	0.762817	0.760147	0.758929	0.757914	 0.75364	0.739412	0.730486	0.715628	0.0
6.85	1.6936	0.781831	0.779959	0.779829	0.777648	0.776559	0.775664	0.772016	0.759344	0.751389	   0.738	0.0
6.90	1.8096	0.798257	0.796502	0.796299	0.794476	0.793478	 0.79267	0.789536	0.778216	0.771075	0.758971	0.0
6.95	1.9256	0.814243	0.812565	0.812309	0.810742	0.809808	0.809063	0.806342	0.796186	0.789726	0.778743	0.0
7.00	2.0416	0.829827	0.828198	0.827908	0.826518	 0.82563	 0.82493	0.822537	0.813372	0.807485	0.797478	0.0
7.05	2.1576	 0.84503	0.843435	0.843125	0.841855	   0.841	0.840332	0.838195	0.829868	0.824465	0.815304	0.0
7.10	2.2736	0.859868	0.858297	0.857977	0.856784	0.855953	 0.85531	0.853369	0.845743	0.840754	0.832328	0.0
7.15	2.3896	0.874347	0.872796	0.872476	0.871329	0.870517	0.869891	  0.8681	0.861054	0.856424	0.848636	0.0
7.20	2.5056	0.888474	0.886941	0.886627	0.885503	0.884707	0.884096	0.882414	0.875841	 0.87153	0.864295	0.0
7.25	2.6216	0.902251	0.900737	0.900434	0.899316	0.898536	0.897936	0.896333	0.890139	0.886116	0.879364	0.0
7.30	2.7376	0.915679	0.914186	0.913899	0.912776	0.912011	0.911421	 0.90987	0.903971	0.900217	0.893888	0.0
7.35	2.8536	0.928761	0.927291	0.927023	0.925885	0.925136	0.924557	0.923035	0.917357	0.913862	0.907905	0.0
7.40	2.9696	0.941495	0.940053	0.939807	0.938646	0.937915	0.937348	0.935835	 0.93031	0.927071	0.921446	0.0
7.45	3.0856	0.953881	0.952472	0.952253	 0.95106	 0.95035	0.949794	0.948274	0.942841	0.939863	0.934537	0.0
7.50	3.2016	0.965918	0.964547	0.964359	0.963126	0.962441	0.961899	0.960354	0.954957	0.952252	0.947198	0.0
7.55	3.3176	0.977603	0.976277	0.976126	0.974843	0.974188	0.973661	0.972075	0.966663	0.964247	0.959446	0.0
7.60	3.4336	0.988935	0.987662	0.987555	0.986209	0.985588	 0.98508	0.983436	 0.97796	0.975856	0.971294	0.0
7.65	3.5496	  0.9895	0.988302	 0.98825	 0.98684	0.986268	0.985786	0.984085	0.978559	0.976812	0.972525	0.0
7.70	3.6656	0.989995	0.988883	0.988894	0.987404	0.986886	0.986435	0.984659	0.979041	0.977673	0.973652	0.0
7.75	3.7816	0.990417	0.989401	0.989489	0.987899	0.987443	0.987025	0.985158	0.979409	0.978448	0.974685	0.0
7.80	3.8976	0.990762	0.989856	0.990035	0.988322	0.987937	0.987557	0.985579	0.979665	0.979139	0.975634	0.0
7.85	4.0136	0.991023	0.990244	0.990531	 0.98867	0.988366	0.988028	0.985921	0.979811	0.979752	0.976505	0.0
7.90	4.1296	0.991195	0.990561	0.990976	0.988939	0.988726	0.988437	0.986181	0.979846	0.980288	0.977306	0.0
7.95	4.2456	 0.99127	0.990803	 0.99137	0.989124	0.989015	0.988781	0.986356	 0.97977	 0.98075	0.978041	0.0
8.00	4.3616	0.991239	0.990964	0.991708	 0.98922	0.989228	0.989056	0.986441	0.979583	0.981138	0.978713	0.0
8.05	4.4776	0.991095	0.991038	0.991987	0.989222	0.989362	0.989259	0.986434	0.979285	0.981453	0.979325	0.0
8.10	4.5936	0.990827	0.991019	0.992204	0.989123	 0.98941	0.989386	 0.98633	0.978874	0.981695	 0.97988	0.0
8.15	4.7096	0.990424	0.990899	0.992354	0.988917	0.989369	0.989432	0.986124	0.978349	0.981863	 0.98038	0.0
8.20	4.8256	0.989876	 0.99067	 0.99243	0.988598	0.989231	0.989392	0.985813	 0.97771	0.981959	0.980826	0.0
